query,entity_name,entity_type,description,source_id,file_path,created_at
市民的個人化的 AI 助理可以分析甚麼事情?,Reports,content,Reports are documents produced by AI that are made available for citizens to review.,chunk-60efa47a9588fffe56a77d9403dbaa0b,./inputs/政策與永續決策委員會.txt,1760433366
市民的個人化的 AI 助理可以分析甚麼事情?,Power Supply,concept,Power supply refers to the system being adjusted by AI based on weather forecasts and city electricity usage.,chunk-98edab2bedb985603fbc7f84904fcf81,./inputs/能源中心與智慧電網.txt,1760432230
市民的個人化的 AI 助理可以分析甚麼事情?,Report,content,"A report provided by AI, though the specific content is incomplete in the text.",chunk-d5edadc5b8bd3927a0b9de3fb2b64256,./inputs/政策與永續決策委員會.txt,1760433366
市民的個人化的 AI 助理可以分析甚麼事情?,Automatic Power Adjustment,method,Automatic power adjustment is a method employed by AI to manage power supply based on weather forecasts and city electricity usage.,chunk-98edab2bedb985603fbc7f84904fcf81,./inputs/能源中心與智慧電網.txt,1760432230
市民的個人化的 AI 助理可以分析甚麼事情?,Assistants,concept,Assistants are entities that synchronize with the City Cloud Model to coordinate electricity management tasks.,chunk-5b01ab536505f871246e840bf6212428,./inputs/公民AI助理的角色.txt,1760433011
市民的個人化的 AI 助理可以分析甚麼事情?,Data Scientists,person,Data scientists are professionals who can utilize graphical instruments for analysis and decision-making.,chunk-0db6d0e150ebb29a169cbf3ed947c162,./inputs/雲端資料與城市模型.txt,1760432275
市民的個人化的 AI 助理可以分析甚麼事情?,City Cloud Model,concept,City Cloud Model is a system or framework that enables synchronization with assistants for managing electricity usage.,chunk-5b01ab536505f871246e840bf6212428,./inputs/公民AI助理的角色.txt,1760433011
市民的個人化的 AI 助理可以分析甚麼事情?,Decision-Making Process,concept,"The decision-making process is described as transparent and open, indicating a public and accountable approach to governance.",chunk-d5edadc5b8bd3927a0b9de3fb2b64256,./inputs/政策與永續決策委員會.txt,1760433366
市民的個人化的 AI 助理可以分析甚麼事情?,Health Recommendations,concept,Health Recommendations provide guidance on maintaining physical and mental well-being through lifestyle modifications.,chunk-67fa9cfe1b510625e6077a975e5ac8b2,./inputs/公民AI助理的角色.txt,1760433011
市民的個人化的 AI 助理可以分析甚麼事情?,City Electricity Usage,data,City electricity usage is data used by AI to adjust power supply.,chunk-98edab2bedb985603fbc7f84904fcf81,./inputs/能源中心與智慧電網.txt,1760432230
市民的個人化的 AI 助理可以分析甚麼事情?,Citizens,person,Citizens are the individuals who have access to AI-generated reports and model results.,chunk-60efa47a9588fffe56a77d9403dbaa0b,./inputs/政策與永續決策委員會.txt,1760433366
市民的個人化的 AI 助理可以分析甚麼事情?,Model Results,content,Model results are outputs generated by AI systems that are accessible to the public.,chunk-60efa47a9588fffe56a77d9403dbaa0b,./inputs/政策與永續決策委員會.txt,1760433366
